alloy_id,alloy_system,year,zinc,magnesium,aluminum,copper,silver,ultimate_tensile_strength,yield_strength,elongation,hardness,elastic_modulus,casting_method,annealing_temperature,aging_temperature,aging_time
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
Zn15Al_001,Zn-Al,,85.0,,15.0,,,,,,,,,275.0,,
